rainfall_mm,rainfall_24h,river_level,river_level_change,distance_to_danger,historical_flood_frequency,flood_affected_area,flood_confidence,flood_occurred
218.99949329699112,273.75,7.415552031175952,0.4236,2.58,0,0.0,0.72,1
55.35359867961347,69.19,8.811018750963168,0.2473,1.19,1,0.55,0.638,0
103.99190831096584,129.99,4.63179875379001,0.0977,5.37,1,1.04,0.651,1
198.98419105734547,248.73,2.8917873167340757,0.3683,7.11,1,1.99,0.672,0
144.626803357344,180.78,3.188465743554615,0.2093,6.81,0,0.0,0.681,0
221.57131159046816,276.96,6.969482583643939,0.2973,3.03,0,0.0,0.697,1
288.36237036685793,360.45,5.675580339914962,0.0536,4.32,0,0.0,0.702,1
34.96400631455925,43.71,4.864941309772571,0.3158,5.14,1,0.35,0.782,1
212.8703149194183,266.09,2.0277407877617404,0.1868,7.97,0,0.0,0.804,0
69.10324668963436,86.38,8.754556874989033,0.1671,1.25,1,0.69,0.724,0
124.34301822227076,155.43,7.810204475074061,0.49,2.19,0,0.0,0.963,1
9.858817738541948,12.32,1.406386017392296,0.2162,8.59,1,0.1,0.821,1
40.77221468780968,50.97,3.6738845460213665,0.339,6.33,1,0.41,0.915,0
95.9331867146699,119.92,5.421320936388914,0.3139,4.58,1,0.96,0.97,0
102.59574158639548,128.24,4.54338622771532,0.0522,5.46,1,1.03,0.665,0
269.8755649386287,337.34,3.977958387377384,0.374,6.02,1,2.7,0.771,1
222.54387277995457,278.18,7.188318975605293,0.1616,2.81,1,2.23,0.773,0
291.6548904561123,364.57,0.5450350423783745,0.3995,9.45,1,2.92,0.742,1
179.72145310057215,224.65,4.714103391259419,0.3038,5.29,0,0.0,0.604,1
72.51411962739539,90.64,2.621816903896014,0.1585,7.38,0,0.0,0.926,0
98.29650897649286,122.87,0.8461838523475895,0.1781,9.15,1,0.98,0.645,1
95.95077698759012,119.94,4.648871580029655,0.3658,5.35,0,0.0,0.998,0
97.94829829897547,122.44,1.7136869107056871,0.275,8.29,0,0.0,0.909,0
201.8892519335447,252.36,2.5822428189020865,0.3342,7.42,1,2.02,0.832,0
159.24237842712486,199.05,5.070087295100759,0.0792,4.93,1,1.59,0.662,0
115.62725342599327,144.53,9.737089799328215,0.3935,0.26,1,1.16,0.806,1
44.72693061861498,55.91,6.842550068035559,0.1602,3.16,0,0.0,0.704,0
6.641748882643772,8.3,2.7962179815682475,0.3099,7.2,1,0.07,0.701,0
65.65040327630778,82.06,3.824060525753765,0.0573,6.18,0,0.0,0.932,0
32.24142119060438,40.3,4.061331523209772,0.1607,5.94,1,0.32,0.752,1
235.6335092556718,294.54,1.5363762334437714,0.3244,8.46,0,0.0,0.78,1
33.74938734416561,42.19,1.6065418885968077,0.1371,8.39,1,0.34,0.937,1
217.26847119205084,271.59,1.4839472348736449,0.4402,8.52,1,2.17,0.635,0
115.6976069328248,144.62,5.216641377369169,0.3306,4.78,1,1.16,0.838,1
22.01351692313279,27.52,6.741860867397083,0.4351,3.26,0,0.0,0.831,1
243.81901482947572,304.77,5.9072068461082665,0.1977,4.09,1,2.44,0.77,0
173.889171070984,217.36,9.777671854533486,0.017,0.22,1,1.74,0.932,1
70.72845385907192,88.41,1.2587457225765186,0.2881,8.74,0,0.0,0.977,1
268.4043522998004,335.51,9.864744063027551,0.1696,0.14,1,2.68,0.786,1
13.577494161165438,16.97,4.666739338878919,0.2241,5.33,0,0.0,0.782,0
60.54588245932887,75.68,2.186327877771377,0.3406,7.81,1,0.61,0.801,1
225.6140783417583,282.02,9.432808260057572,0.3503,0.57,0,0.0,0.889,0
212.81337909296676,266.02,4.686133101445926,0.0138,5.31,1,2.13,0.867,0
86.7815081173434,108.48,3.473469552105204,0.3847,6.53,1,0.87,0.689,0
18.607462605834936,23.26,2.138101038179566,0.2468,7.86,0,0.0,0.626,0
257.4234216674831,321.78,2.6787545111580213,0.2783,7.32,1,2.57,0.98,0
94.10929142097078,117.64,9.792195102272194,0.149,0.21,0,0.0,0.704,0
58.714024478479566,73.39,3.0397343990477435,0.2104,6.96,1,0.59,0.855,1
154.81854670829313,193.52,9.77805923759605,0.3552,0.22,0,0.0,0.931,0
273.0681597847342,341.34,3.3021498661208715,0.3884,6.7,1,2.73,0.72,0
13.063973353012605,16.33,2.3141846558856196,0.1936,7.69,1,0.13,0.854,0
229.74122640926632,287.18,1.833641829018473,0.3456,8.17,1,2.3,0.643,1
171.74196838161268,214.68,4.11854505273997,0.129,5.88,0,0.0,0.988,0
127.63473496554508,159.54,2.368064485350272,0.416,7.63,0,0.0,0.623,0
223.224133231518,279.03,6.969379638270531,0.3049,3.03,1,2.23,0.775,0
289.7473273324897,362.18,2.397717353639784,0.3876,7.6,0,0.0,0.815,1
68.76186334880731,85.95,8.35396844997869,0.2386,1.65,1,0.69,0.916,0
43.09420952163588,53.87,8.34011258488167,0.1146,1.66,1,0.43,0.648,0
273.8645235668091,342.33,2.8552637404806616,0.2146,7.14,0,0.0,0.776,1
200.6859232371911,250.86,7.535401304868298,0.1907,2.46,1,2.01,0.72,1
131.3958064685898,164.24,8.575458759794532,0.1664,1.42,0,0.0,0.725,1
171.97787107928494,214.97,5.901328439371466,0.1061,4.1,0,0.0,0.912,1
223.6841715528732,279.61,3.663324108640549,0.3796,6.34,1,2.24,0.602,1
231.90956961171517,289.89,4.409671867126791,0.0432,5.59,1,2.32,0.9,1
275.96825424568937,344.96,7.862288650347819,0.4438,2.14,1,2.76,0.924,1
128.0528366686868,160.07,2.9331746399681413,0.0875,7.07,0,0.0,0.961,0
88.02327300581851,110.03,3.34462334376194,0.4899,6.66,0,0.0,0.851,1
191.89928003695255,239.87,1.6078433625785071,0.4942,8.39,0,0.0,0.733,1
124.7183697838591,155.9,3.990524030130026,0.1992,6.01,1,1.25,0.771,0
178.37953618469336,222.97,0.8651513224948593,0.4939,9.13,0,0.0,0.988,0
125.99573953678504,157.49,3.210344409891115,0.4345,6.79,1,1.26,0.952,1
45.89873600345234,57.37,3.73479380947857,0.0412,6.27,1,0.46,0.785,1
140.82802549768752,176.04,2.554791324241321,0.4737,7.45,1,1.41,0.977,1
207.27534658230985,259.09,1.0135811913498816,0.0213,8.99,1,2.07,0.929,0
239.78514230029495,299.73,5.216672425615551,0.091,4.78,1,2.4,0.96,1
147.99788303896406,185.0,8.650811697554708,0.2923,1.35,0,0.0,0.873,1
49.57136706312028,61.96,3.356447458004705,0.0404,6.64,1,0.5,0.943,0
124.40631289482948,155.51,2.3680157142013867,0.0809,7.63,0,0.0,0.957,0
235.88817865250948,294.86,2.8503821769050344,0.4767,7.15,1,2.36,0.637,1
123.85778118512184,154.82,8.618871813042368,0.4973,1.38,0,0.0,0.986,1
208.9592380812667,261.2,5.278075896077976,0.3991,4.72,0,0.0,0.733,1
152.16410450342693,190.21,1.3079035127077476,0.2576,8.69,1,1.52,0.776,0
72.36693753281901,90.46,7.092216490554625,0.4502,2.91,1,0.72,0.917,1
238.8451524069223,298.56,1.543689332334495,0.0559,8.46,0,0.0,0.866,1
25.26403622120611,31.58,0.6024440294223665,0.4714,9.4,1,0.25,0.957,1
157.46708482654518,196.83,2.556848764979173,0.1758,7.44,1,1.57,0.76,1
62.667310273021485,78.33,1.6809017951676586,0.4307,8.32,0,0.0,0.749,1
20.119688562412698,25.15,6.049974743746681,0.3342,3.95,0,0.0,0.613,0
150.88018112497463,188.6,4.845664073400418,0.4801,5.15,1,1.51,0.785,1
149.86864678047706,187.34,7.240645504928672,0.4323,2.76,0,0.0,0.89,1
212.07027050271623,265.09,5.115710502602458,0.4439,4.88,1,2.12,0.72,1
223.42520791557143,279.28,4.1900593520938765,0.3159,5.81,1,2.23,0.785,0
218.33744660786903,272.92,5.2621869043774305,0.4166,4.74,0,0.0,0.688,0
122.8676198750265,153.58,4.344861130877779,0.3786,5.66,0,0.0,0.909,0
189.50693616796875,236.88,0.3708689391403952,0.0808,9.63,1,1.9,0.624,1
173.0835727931881,216.35,6.8069911299624,0.3243,3.19,1,1.73,0.882,1
126.46852683507588,158.09,9.621303262144554,0.0741,0.38,0,0.0,0.752,0
179.16380825579796,223.95,4.220335570360464,0.4347,5.78,0,0.0,0.617,1
284.17436301187877,355.22,4.237329837680467,0.033,5.76,1,2.84,0.941,1
57.86812310441321,72.34,0.4576887863724654,0.4935,9.54,1,0.58,0.795,1
271.7316287356579,339.66,8.903790846867484,0.2003,1.1,0,0.0,0.84,0
16.03665419495951,20.05,9.291213874629298,0.0853,0.71,1,0.16,0.893,0
92.5167638704982,115.65,8.131391180141431,0.4678,1.87,0,0.0,0.862,1
86.44357458345847,108.05,1.063454715418567,0.0227,8.94,1,0.86,0.892,1
187.9095323642717,234.89,9.002236811539392,0.2351,1.0,0,0.0,0.905,1
39.36748553318709,49.21,0.2395566339504085,0.3851,9.76,1,0.39,0.836,0
264.7042835519261,330.88,4.445743232363087,0.1584,5.55,1,2.65,0.746,1
248.5654225395124,310.71,5.006236541013945,0.2644,4.99,1,2.49,0.697,1
195.61974590558333,244.52,8.340021010263388,0.3502,1.66,1,1.96,0.961,1
137.52414953765933,171.91,7.50859213453971,0.476,2.49,0,0.0,0.988,1
279.8868126426235,349.86,7.970968964998858,0.0514,2.03,0,0.0,0.743,1
249.22396641616675,311.53,8.679009495573746,0.0786,1.32,1,2.49,0.645,0
149.79454442437347,187.24,4.760709204927257,0.2544,5.24,0,0.0,0.689,1
210.56200633629336,263.2,7.802523535171715,0.2092,2.2,0,0.0,0.868,1
170.07898565390536,212.6,0.6803309440543892,0.2054,9.32,0,0.0,0.669,0
176.38267151647935,220.48,4.445464227505388,0.1485,5.55,1,1.76,0.912,0
99.2928208312414,124.12,0.3013267486964111,0.2803,9.7,1,0.99,0.969,0
138.62538138746902,173.28,9.15315065318594,0.4416,0.85,1,1.39,0.985,1
23.43642923692326,29.3,9.584137819529207,0.0805,0.42,1,0.23,0.604,1
107.20460749937774,134.01,0.8393906028816278,0.1076,9.16,1,1.07,0.983,1
208.7485546086456,260.94,5.326266444077605,0.3354,4.67,1,2.09,0.896,0
285.9648091518559,357.46,3.2513960633686914,0.0281,6.75,0,0.0,0.634,0
288.9192338289061,361.15,3.4253428466287805,0.3369,6.57,1,2.89,0.766,0
166.7168607374675,208.4,4.507000613754847,0.1572,5.49,1,1.67,0.88,0
181.98667554287465,227.48,1.2506596525455072,0.1789,8.75,1,1.82,0.983,0
55.716355650290254,69.65,1.8077019878391265,0.2028,8.19,1,0.56,0.666,1
208.59243242805923,260.74,5.773686601279447,0.1748,4.23,1,2.09,0.651,1
21.19763780231587,26.5,0.1875590943748828,0.4206,9.81,0,0.0,0.789,1
85.40570573983337,106.76,5.998010220142007,0.473,4.0,1,0.85,0.987,0
200.50900418563268,250.64,3.189171877866693,0.274,6.81,1,2.01,0.989,0
93.0930394630468,116.37,8.322064148040017,0.2909,1.68,1,0.93,0.691,1
14.954062234336297,18.69,6.000065077286838,0.0352,4.0,0,0.0,0.728,0
249.56112280528913,311.95,7.080912007121719,0.3566,2.92,1,2.5,0.963,1
93.09900214036892,116.37,1.1442518123794532,0.292,8.86,0,0.0,0.894,1
18.931567457603528,23.66,2.658623646816886,0.0252,7.34,0,0.0,0.989,0
22.43644935085955,28.05,9.966696089720363,0.0992,0.03,0,0.0,0.957,1
75.52763963662609,94.41,4.3365224690922375,0.101,5.66,0,0.0,0.686,1
53.40478416645787,66.76,3.588652053242096,0.0855,6.41,1,0.53,0.904,1
232.29003533404529,290.36,8.738553589772742,0.3293,1.26,1,2.32,0.619,1
96.50521400011031,120.63,0.3307460886313484,0.4642,9.67,0,0.0,0.927,0
241.40873551194977,301.76,5.347733616761196,0.3815,4.65,0,0.0,0.841,0
52.15379934694584,65.19,2.1025721378592435,0.2387,7.9,1,0.52,0.982,0
147.86375386322513,184.83,3.681527914537632,0.202,6.32,1,1.48,0.984,0
206.41114006593864,258.01,1.99777071870328,0.1932,8.0,0,0.0,0.62,1
195.59725615975643,244.5,0.3782275954870773,0.3006,9.62,1,1.96,0.664,0
180.33882297908065,225.42,4.165121339685567,0.1796,5.83,0,0.0,0.794,0
277.4464805793509,346.81,7.892030211950896,0.1131,2.11,0,0.0,0.952,0
68.55754431202331,85.7,9.51954432626891,0.3014,0.48,0,0.0,0.926,1
148.1157613386316,185.14,6.238529746100124,0.1954,3.76,1,1.48,0.986,1
265.1977650217226,331.5,3.888370923527215,0.0071,6.11,0,0.0,0.847,0
23.368129678547113,29.21,7.698552735473022,0.0111,2.3,0,0.0,0.703,1
16.766480475922574,20.96,5.052239834292209,0.1371,4.95,0,0.0,0.61,1
69.99068626748742,87.49,3.676202798906616,0.2562,6.32,0,0.0,0.689,1
189.90636586140553,237.38,1.7908969255297469,0.1771,8.21,1,1.9,0.87,1
77.96388793494206,97.45,7.961299843370574,0.012,2.04,0,0.0,0.971,1
57.07196514263969,71.34,5.004257905170166,0.1116,5.0,0,0.0,0.728,0
137.64069460748763,172.05,9.638037413110627,0.0482,0.36,1,1.38,0.95,0
184.07942063082345,230.1,8.0190960034872,0.4743,1.98,0,0.0,0.758,0
74.56731210502213,93.21,4.20016119142277,0.1564,5.8,0,0.0,0.723,0
90.20735601712262,112.76,7.408500408674572,0.0074,2.59,0,0.0,0.804,0
184.06779144345415,230.08,4.53391492852071,0.3303,5.47,0,0.0,0.777,0
283.7215265968358,354.65,0.7986572841426465,0.1162,9.2,0,0.0,0.966,0
202.4225182314265,253.03,5.1668105155821875,0.2834,4.83,1,2.02,0.787,0
234.871243075368,293.59,8.657286195341495,0.0754,1.34,1,2.35,0.711,0
110.04302842664065,137.55,8.554413185170164,0.492,1.45,1,1.1,0.937,0
81.67630781533983,102.1,5.7496691363997465,0.4851,4.25,1,0.82,0.999,0
136.28032296078675,170.35,3.800235364148499,0.328,6.2,0,0.0,0.859,0
242.1398486135021,302.67,0.1010060231037179,0.3536,9.9,0,0.0,0.7,0
136.88989253716676,171.11,3.114097789395127,0.2129,6.89,0,0.0,0.696,0
254.0176226369583,317.52,9.898085773077344,0.4811,0.1,0,0.0,0.623,0
296.6315942085381,370.79,7.264910332929944,0.2119,2.74,1,2.97,0.631,0
21.607999719100903,27.01,7.175885638250628,0.1197,2.82,0,0.0,0.966,0
13.623046825111109,17.03,7.61083390331761,0.0577,2.39,0,0.0,0.639,1
44.876910874008544,56.1,6.201133833419443,0.1041,3.8,0,0.0,0.794,0
115.31090272030386,144.14,5.858586571750079,0.2861,4.14,0,0.0,0.879,0
39.31266274362972,49.14,4.536192553624145,0.1225,5.46,1,0.39,0.94,1
261.1993432856268,326.5,4.43933993669687,0.3271,5.56,1,2.61,0.669,0
6.943875308119141,8.68,8.708484554371987,0.1911,1.29,0,0.0,0.775,0
94.73781490074676,118.42,3.934562616967805,0.4434,6.07,0,0.0,0.701,1
55.4083888482616,69.26,8.402917840677217,0.2792,1.6,0,0.0,0.702,1
279.4617990472597,349.33,8.377344256249371,0.3113,1.62,0,0.0,0.722,0
200.8443014670084,251.06,7.708981993415111,0.2783,2.29,0,0.0,0.835,0
273.60907693541236,342.01,0.3764239986344619,0.4428,9.62,1,2.74,0.607,0
291.698613093118,364.62,1.4797224440361978,0.0317,8.52,1,2.92,0.764,0
149.12947310321076,186.41,3.14705142186515,0.0337,6.85,0,0.0,0.675,1
70.29573241440788,87.87,8.475333422594817,0.3509,1.52,1,0.7,0.987,0
58.11863585897679,72.65,8.732593813561659,0.384,1.27,1,0.58,0.833,0
66.87565850575216,83.59,0.4155729435549216,0.2168,9.58,1,0.67,0.947,1
212.57799228660087,265.72,3.247245531285988,0.1762,6.75,1,2.13,0.678,0
12.13371843690022,15.17,8.503842046380706,0.139,1.5,0,0.0,0.924,0
15.40832190981446,19.26,2.496932490352383,0.1172,7.5,0,0.0,0.766,0
182.442882714945,228.05,9.76003306597132,0.456,0.24,0,0.0,0.671,0
192.61714402122195,240.77,4.893037665760273,0.1476,5.11,1,1.93,0.904,1
199.578877296738,249.47,9.3731268939841,0.324,0.63,1,2.0,0.905,1
111.56415137657736,139.46,4.2882639436526295,0.3935,5.71,0,0.0,0.998,1
241.78346661424595,302.23,3.237989270876299,0.011,6.76,1,2.42,0.912,1
160.08737631798527,200.11,3.624101752088528,0.0169,6.38,0,0.0,0.658,1
31.639689002825833,39.55,8.843005825306731,0.1666,1.16,0,0.0,0.729,1
239.1297921202036,298.91,3.3068938628833267,0.348,6.69,1,2.39,0.781,0
285.9203358811375,357.4,6.693462214597103,0.1304,3.31,1,2.86,0.651,0
18.010893900707604,22.51,4.698426821245846,0.0007,5.3,0,0.0,0.915,1
117.40540161017398,146.76,9.416711887268477,0.1441,0.58,0,0.0,0.811,0
146.25481345042428,182.82,1.59363472071141,0.0451,8.41,0,0.0,0.978,1
43.941228023495086,54.93,4.286568301018422,0.1097,5.71,1,0.44,0.836,1
260.31268433486315,325.39,1.2463381190312195,0.1666,8.75,0,0.0,0.809,1
85.2448934670132,106.56,5.7813934196018915,0.064,4.22,0,0.0,0.629,0
234.90256198144803,293.63,4.028991913380774,0.3532,5.97,1,2.35,0.66,0
201.2983446084948,251.62,0.6093723248441663,0.128,9.39,1,2.01,0.94,0
179.41374674010703,224.27,8.498381097667531,0.3305,1.5,0,0.0,0.996,0
57.64285460896632,72.05,3.755147828664389,0.2995,6.24,1,0.58,0.766,0
66.21105616527171,82.76,4.936307409504639,0.449,5.06,0,0.0,0.924,0
14.204521423970796,17.76,4.075133354835784,0.044,5.92,0,0.0,0.851,1
72.2137289346799,90.27,4.886526784499662,0.1073,5.11,1,0.72,0.984,0
103.63308283815424,129.54,0.1632519766810081,0.4326,9.84,0,0.0,0.695,0
249.9435911587276,312.43,8.15459529307975,0.4111,1.85,1,2.5,0.818,1
109.9178000144416,137.4,3.3230801194614368,0.0961,6.68,1,1.1,0.764,1
226.38653482968192,282.98,7.244617644261435,0.0539,2.76,0,0.0,0.817,0
131.83268438864627,164.79,0.6488679538113173,0.4281,9.35,0,0.0,0.708,0
235.46049359816652,294.33,5.238252524980913,0.0891,4.76,0,0.0,0.799,1
292.88148013111197,366.1,9.087919720707374,0.4356,0.91,0,0.0,0.85,1
71.95246741727404,89.94,3.982480355036875,0.4806,6.02,0,0.0,0.632,1
258.70248358916285,323.38,1.9725901008403055,0.1104,8.03,1,2.59,0.897,0
186.5472258917324,233.18,0.9908115711509724,0.4202,9.01,1,1.87,0.883,0
245.18827847659645,306.49,8.590879634880926,0.2119,1.41,1,2.45,0.952,0
195.47577068034155,244.34,2.3880622735961743,0.3944,7.61,0,0.0,0.77,1
127.18485218224504,158.98,9.750711114986512,0.2037,0.25,0,0.0,0.625,1
68.4224818325371,85.53,2.4782278332790773,0.0352,7.52,0,0.0,0.785,1
21.010567599349507,26.26,4.8099099574279975,0.3563,5.19,0,0.0,0.655,0
160.6555093382151,200.82,4.579941317991669,0.0753,5.42,0,0.0,0.859,1
297.0978283580597,371.37,0.620096193665074,0.4635,9.38,1,2.97,0.619,1
221.41254150426187,276.77,5.318394198174479,0.2089,4.68,1,2.21,0.75,1
98.20366241970498,122.75,6.7264097968853696,0.041,3.27,1,0.98,0.633,1
248.1614400260206,310.2,7.421356632912185,0.1142,2.58,1,2.48,0.601,1
230.69520005292196,288.37,5.225917563109292,0.4313,4.77,1,2.31,0.984,0
84.49073800603703,105.61,8.125851651213527,0.1605,1.87,1,0.84,0.998,1
4.292246938270406,5.37,7.520975018439174,0.4282,2.48,0,0.0,0.822,1
35.44879156018488,44.31,1.9397431208722091,0.0861,8.06,1,0.35,0.696,0
263.1918570936173,328.99,4.016016818985069,0.2341,5.98,0,0.0,0.964,1
250.9689105914615,313.71,1.425818512087107,0.4391,8.57,1,2.51,0.969,0
88.56270026350873,110.7,1.334236537709215,0.0242,8.67,1,0.89,0.942,0
85.55862788532612,106.95,7.121273546232116,0.1521,2.88,1,0.86,0.818,0
237.85949613074132,297.32,5.304591323775849,0.4549,4.7,0,0.0,0.63,0
281.3212409686266,351.65,6.0094980847810255,0.2983,3.99,1,2.81,0.635,1
233.74117703928,292.18,7.321842832725891,0.3581,2.68,0,0.0,0.959,1
181.67360310922845,227.09,2.772349321617468,0.4211,7.23,0,0.0,0.95,0
72.80140509954136,91.0,4.0136195865265565,0.2618,5.99,1,0.73,0.774,1
157.7243742285782,197.16,6.068030889836208,0.4227,3.93,1,1.58,0.731,1
70.05355757797939,87.57,0.9662898141836118,0.3194,9.03,1,0.7,0.858,1
242.4034260290321,303.0,8.33054081195257,0.3428,1.67,0,0.0,0.923,0
116.08832385532118,145.11,3.4344962418887603,0.0764,6.57,0,0.0,0.893,1
250.10916509820785,312.64,6.587529840348395,0.4695,3.41,0,0.0,0.846,1
114.4827653948176,143.1,9.955649018568158,0.398,0.04,1,1.14,0.693,1
247.2448215599674,309.06,4.753624453773155,0.1271,5.25,1,2.47,0.705,1
99.99534454957258,124.99,2.150484492890988,0.29,7.85,1,1.0,0.89,0
132.03981138530096,165.05,2.164333987818478,0.1882,7.84,1,1.32,0.921,1
184.64652580279727,230.81,0.6037621618598044,0.3302,9.4,1,1.85,0.646,0
21.0862842089756,26.36,7.670823009964601,0.4969,2.33,1,0.21,0.675,1
284.46211854463934,355.58,2.934313400920274,0.0229,7.07,1,2.84,0.872,0
172.08173583714097,215.1,1.727257625360824,0.4763,8.27,0,0.0,0.756,0
152.34600440724068,190.43,7.136960338155216,0.0362,2.86,1,1.52,0.825,1
251.81819133597364,314.77,3.091366414141341,0.2304,6.91,0,0.0,0.846,1
259.7288189690483,324.66,6.00468947664389,0.2411,4.0,0,0.0,0.91,1
156.6781213587048,195.85,4.178262138353389,0.1344,5.82,0,0.0,0.922,0
278.1786977380912,347.72,3.3415272967977003,0.2833,6.66,1,2.78,0.712,1
19.421329822944188,24.28,4.894295955389597,0.417,5.11,0,0.0,0.817,0
33.967737675365264,42.46,3.1379323937219716,0.147,6.86,1,0.34,0.649,1
179.03646900433205,223.8,8.70564919142517,0.0352,1.29,1,1.79,0.937,1
106.2197585380751,132.77,0.730403044251241,0.3161,9.27,1,1.06,0.938,1
139.26754985675964,174.08,0.3015362494690454,0.3759,9.7,0,0.0,0.72,0
98.42376536914996,123.03,4.063930273835195,0.4773,5.94,0,0.0,0.664,0
121.41759343348068,151.77,1.7284363498898236,0.0798,8.27,0,0.0,0.628,0
