Station,District,Latitude,Longitude,timestamp,river_level,rainfall_mm,rainfall_6h,rainfall_24h,river_level_change_1h,river_level_change_6h,river_level_change_24h,river_level_mean_6h,river_level_max_24h
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-01-01 20:00:00,1.275,0.0,0.0,0.0,0.0,0.0,0.0,1.275,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-25 18:00:00,4.241,10.0,10.0,10.0,0.0,0.0,0.0,4.241,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-25 20:00:00,4.174,4.0,14.0,14.0,-0.06699999999999928,0.0,0.0,4.2075,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-25 21:00:00,4.172,4.0,18.0,18.0,-0.002000000000000668,0.0,0.0,4.195666666666667,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-25 22:00:00,4.17,0.0,18.0,18.0,-0.0019999999999997797,0.0,0.0,4.1892499999999995,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-25 23:00:00,4.165,0.0,18.0,18.0,-0.004999999999999893,0.0,0.0,4.1844,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 00:00:00,4.157,0.0,18.0,18.0,-0.008000000000000007,0.0,0.0,4.179833333333334,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 01:00:00,4.157,0.0,8.0,18.0,0.0,-0.08399999999999963,0.0,4.1658333333333335,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 02:00:00,4.149,0.0,4.0,18.0,-0.008000000000000007,-0.025000000000000355,0.0,4.161666666666666,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 03:00:00,4.13,0.0,0.0,18.0,-0.019000000000000128,-0.041999999999999815,0.0,4.1546666666666665,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 04:00:00,4.083,0.0,0.0,18.0,-0.04699999999999971,-0.08699999999999974,0.0,4.1401666666666666,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 05:00:00,4.018,0.0,0.0,18.0,-0.06500000000000039,-0.14700000000000024,0.0,4.115666666666667,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 06:00:00,3.964,0.0,0.0,18.0,-0.053999999999999826,-0.19300000000000006,0.0,4.0835,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 07:00:00,3.913,0.0,0.0,18.0,-0.051000000000000156,-0.24400000000000022,0.0,4.042833333333333,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 08:00:00,3.889,0.0,0.0,18.0,-0.02400000000000002,-0.26000000000000023,0.0,3.9994999999999994,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 09:00:00,3.883,0.0,0.0,18.0,-0.005999999999999783,-0.2469999999999999,0.0,3.9583333333333335,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 10:00:00,3.889,0.0,0.0,18.0,0.005999999999999783,-0.1940000000000004,0.0,3.926,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 11:00:00,3.908,0.0,0.0,18.0,0.019000000000000128,-0.10999999999999988,0.0,3.907666666666666,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 12:00:00,3.936,0.0,0.0,18.0,0.028000000000000025,-0.028000000000000025,0.0,3.903,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 13:00:00,3.97,0.0,0.0,18.0,0.03400000000000025,0.057000000000000384,0.0,3.9125,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 14:00:00,3.993,0.0,0.0,18.0,0.022999999999999687,0.10400000000000009,0.0,3.9298333333333333,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 15:00:00,4.019,0.0,0.0,18.0,0.026000000000000245,0.13600000000000012,0.0,3.9524999999999992,4.241
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 16:00:00,4.043,0.0,0.0,18.0,0.02400000000000002,0.15400000000000036,0.0,3.9781666666666666,4.241
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 17:00:00,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 17:00:00,4.057,0.0,0.0,18.0,0.014000000000000234,0.14900000000000047,0.0,4.003,4.241
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 18:00:00,0.291,0.0,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.2935,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 18:00:00,4.071,0.0,0.0,18.0,0.013999999999999346,0.1349999999999998,0.0,4.0255,4.241
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 19:00:00,0.293,0.0,0.0,0.0,0.0020000000000000018,0.0,0.0,0.2933333333333333,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 19:00:00,4.081,0.0,0.0,8.0,0.010000000000000675,0.11100000000000021,-0.15999999999999925,4.044,4.174
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 20:00:00,0.291,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,0.29274999999999995,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 20:00:00,4.096,0.0,0.0,4.0,0.01499999999999968,0.1030000000000002,-0.07800000000000029,4.061166666666667,4.172
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 21:00:00,0.294,0.0,0.0,0.0,0.0030000000000000027,0.0,0.0,0.293,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 21:00:00,4.108,0.0,0.0,0.0,0.011999999999999567,0.08899999999999952,-0.06400000000000006,4.076,4.17
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 22:00:00,0.292,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0,0.29283333333333333,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 22:00:00,4.115,0.0,0.0,0.0,0.007000000000000561,0.07200000000000006,-0.054999999999999716,4.088,4.165
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-26 23:00:00,0.29,0.0,0.0,0.0,-0.0020000000000000018,-0.006000000000000005,0.0,0.29183333333333333,0.296
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-26 23:00:00,4.122,0.0,0.0,0.0,0.006999999999999673,0.0649999999999995,-0.04300000000000015,4.098833333333333,4.157
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 00:00:00,0.297,0.0,0.0,0.0,0.007000000000000006,0.006000000000000005,0.0,0.29283333333333333,0.297
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 00:00:00,0.502,0.0,0.0,0.0,-0.7729999999999999,0.0,0.0,0.8885,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 00:00:00,4.127,0.0,0.0,0.0,0.004999999999999893,0.05600000000000005,-0.03000000000000025,4.1081666666666665,4.157
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 01:00:00,0.297,0.0,0.0,0.0,0.0,0.0040000000000000036,0.0,0.2935,0.297
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 01:00:00,4.133,0.0,0.0,0.0,0.006000000000000227,0.0519999999999996,-0.02400000000000002,4.116833333333333,4.149
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 02:00:00,0.304,0.0,0.0,0.0,0.007000000000000006,0.013000000000000012,0.0,0.29566666666666663,0.304
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 02:00:00,4.138,0.0,0.0,0.0,0.004999999999999893,0.041999999999999815,-0.01100000000000012,4.123833333333333,4.138
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 03:00:00,0.304,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.29733333333333334,0.304
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 03:00:00,4.142,0.0,0.0,0.0,0.004000000000000448,0.034000000000000696,0.012000000000000455,4.1295,4.142
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 04:00:00,0.305,0.0,0.0,0.0,0.0010000000000000009,0.013000000000000012,0.0,0.2995,0.305
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 04:00:00,4.149,0.0,0.0,0.0,0.006999999999999673,0.03399999999999981,0.06599999999999984,4.135166666666667,4.149
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 05:00:00,0.299,0.0,0.0,0.0,-0.006000000000000005,0.009000000000000008,0.0,0.301,0.305
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 05:00:00,4.15,0.0,0.0,0.0,0.001000000000000334,0.02800000000000047,0.13200000000000056,4.139833333333334,4.15
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 06:00:00,0.307,0.0,0.0,0.0,0.008000000000000007,0.010000000000000009,0.0,0.30266666666666664,0.307
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 06:00:00,4.155,0.0,0.0,0.0,0.004999999999999893,0.02800000000000047,0.19100000000000028,4.144500000000001,4.155
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 07:00:00,0.304,0.0,0.0,0.0,-0.0030000000000000027,0.007000000000000006,0.0,0.30383333333333334,0.307
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 07:00:00,4.158,0.0,0.0,0.0,0.0030000000000001137,0.025000000000000355,0.24500000000000055,4.148666666666666,4.158
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 08:00:00,0.308,0.0,0.0,0.0,0.0040000000000000036,0.0040000000000000036,0.0,0.3045,0.308
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 08:00:00,4.168,0.0,0.0,0.0,0.009999999999999787,0.03000000000000025,0.27900000000000036,4.153666666666667,4.168
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 09:00:00,0.337,0.0,0.0,0.0,0.029000000000000026,0.03300000000000003,0.0,0.31,0.337
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 09:00:00,4.181,0.0,0.0,0.0,0.0129999999999999,0.0389999999999997,0.29800000000000004,4.160166666666666,4.181
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 10:00:00,0.351,0.0,0.0,0.0,0.013999999999999957,0.045999999999999985,0.0,0.31766666666666665,0.351
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 10:00:00,4.19,0.0,0.0,0.0,0.009000000000000341,0.04100000000000037,0.3010000000000006,4.167000000000001,4.19
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 11:00:00,0.385,0.0,0.0,0.0,0.03400000000000003,0.08600000000000002,0.0,0.332,0.385
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 11:00:00,4.196,0.0,0.0,0.0,0.005999999999999339,0.045999999999999375,0.2879999999999998,4.174666666666667,4.196
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 12:00:00,0.343,0.0,0.0,0.0,-0.04199999999999998,0.03600000000000003,0.0,0.338,0.385
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 12:00:00,4.206,0.0,0.0,0.0,0.010000000000000675,0.051000000000000156,0.27000000000000046,4.183166666666667,4.206
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 13:00:00,0.334,0.0,0.0,0.0,-0.009000000000000008,0.030000000000000027,0.0,0.343,0.385
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 13:00:00,4.215,0.0,0.0,0.0,0.008999999999999453,0.056999999999999496,0.24499999999999966,4.192666666666667,4.215
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 14:00:00,0.366,0.0,0.0,0.0,0.03199999999999997,0.057999999999999996,0.0,0.3526666666666667,0.385
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 14:00:00,4.217,0.0,0.0,0.0,0.0019999999999997797,0.04899999999999949,0.22399999999999975,4.200833333333333,4.217
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 15:00:00,0.323,0.0,0.0,0.0,-0.04299999999999998,-0.014000000000000012,0.0,0.3503333333333334,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 15:00:00,0.192,0.0,0.0,0.0,-0.31,0.0,0.0,0.6563333333333333,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 15:00:00,4.224,0.0,0.0,0.0,0.007000000000000561,0.04300000000000015,0.20500000000000007,4.208,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 16:00:00,0.321,0.0,0.0,0.0,-0.0020000000000000018,-0.02999999999999997,0.0,0.3453333333333333,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 16:00:00,0.203,0.0,0.0,0.0,0.01100000000000001,0.0,0.0,0.5429999999999999,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 16:00:00,4.224,0.0,0.0,0.0,0.0,0.03399999999999981,0.18100000000000005,4.213666666666667,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 17:00:00,0.319,0.0,0.0,0.0,-0.0020000000000000018,-0.066,0.02300000000000002,0.33433333333333337,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 17:00:00,0.2,0.0,0.0,0.0,-0.0030000000000000027,0.0,0.0,0.4744,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 17:00:00,4.224,0.0,0.0,0.0,0.0,0.02800000000000047,0.16699999999999982,4.218333333333333,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 18:00:00,0.315,0.0,0.0,0.0,-0.0040000000000000036,-0.028000000000000025,0.02400000000000002,0.3296666666666667,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 18:00:00,0.185,0.0,0.0,0.0,-0.015000000000000013,0.0,0.0,0.42616666666666664,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 18:00:00,4.222,0.0,0.0,0.0,-0.0019999999999997797,0.016000000000000014,0.1510000000000007,4.221,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 19:00:00,0.313,0.0,0.0,0.0,-0.0020000000000000018,-0.02100000000000002,0.020000000000000018,0.32616666666666666,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 19:00:00,0.177,0.0,0.0,0.0,-0.008000000000000007,-1.0979999999999999,0.0,0.24316666666666667,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 19:00:00,4.22,0.0,0.0,0.0,-0.002000000000000668,0.004999999999999893,0.13899999999999935,4.2218333333333335,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 20:00:00,0.317,0.0,0.0,0.0,0.0040000000000000036,-0.04899999999999999,0.026000000000000023,0.318,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 20:00:00,0.167,0.0,0.0,0.0,-0.009999999999999981,-0.33499999999999996,0.0,0.18733333333333335,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 20:00:00,4.216,0.0,0.0,0.0,-0.0039999999999995595,-0.0009999999999994458,0.1200000000000001,4.221666666666667,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 21:00:00,0.311,0.0,0.0,0.0,-0.006000000000000005,-0.01200000000000001,0.017000000000000015,0.316,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 21:00:00,0.151,0.0,0.0,0.0,-0.016000000000000014,-0.04100000000000001,0.0,0.18050000000000002,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 21:00:00,4.218,0.0,0.0,0.0,0.0019999999999997797,-0.006000000000000227,0.11000000000000032,4.220666666666667,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 22:00:00,0.304,0.0,0.0,0.0,-0.007000000000000006,-0.017000000000000015,0.01200000000000001,0.31316666666666665,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 22:00:00,0.147,0.0,0.0,0.0,-0.0040000000000000036,-0.05600000000000002,0.0,0.17116666666666666,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 22:00:00,4.219,0.0,0.0,0.0,0.001000000000000334,-0.004999999999999893,0.10400000000000009,4.219833333333334,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-27 23:00:00,0.312,0.0,0.0,0.0,0.008000000000000007,-0.007000000000000006,0.02200000000000002,0.312,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-27 23:00:00,0.147,0.0,0.0,0.0,0.0,-0.05300000000000002,0.0,0.16233333333333333,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-27 23:00:00,4.22,0.0,0.0,0.0,0.0009999999999994458,-0.004000000000000448,0.09799999999999986,4.219166666666667,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 00:00:00,0.31,0.0,0.0,0.0,-0.0020000000000000018,-0.0050000000000000044,0.013000000000000012,0.31116666666666665,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 00:00:00,0.146,0.0,0.0,0.0,-0.0010000000000000009,-0.03900000000000001,0.0,0.15583333333333332,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 00:00:00,4.221,0.0,0.0,0.0,0.001000000000000334,-0.001000000000000334,0.0940000000000003,4.219,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 01:00:00,0.315,0.0,0.0,0.0,0.0050000000000000044,0.0020000000000000018,0.018000000000000016,0.3115,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 01:00:00,0.145,0.0,0.0,0.0,-0.0010000000000000009,-0.032,0.0,0.1505,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 01:00:00,4.224,0.0,0.0,0.0,0.0030000000000001137,0.004000000000000448,0.09100000000000019,4.219666666666667,4.224
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 02:00:00,0.305,0.0,0.0,0.0,-0.010000000000000009,-0.01200000000000001,0.0010000000000000009,0.3095,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 02:00:00,0.147,0.0,0.0,0.0,0.0020000000000000018,-0.020000000000000018,0.0,0.14716666666666667,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 02:00:00,4.225,0.0,0.0,0.0,0.0009999999999994458,0.008999999999999453,0.08699999999999974,4.221166666666666,4.225
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 03:00:00,0.305,0.0,0.0,0.0,0.0,-0.006000000000000005,0.0010000000000000009,0.3085,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 03:00:00,0.149,0.0,0.0,0.0,0.0020000000000000018,-0.0020000000000000018,0.0,0.14683333333333334,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 03:00:00,4.225,0.0,0.0,0.0,0.0,0.006999999999999673,0.0829999999999993,4.222333333333333,4.225
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 04:00:00,0.305,0.0,0.0,0.0,0.0,0.0010000000000000009,0.0,0.3086666666666667,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 04:00:00,0.154,0.0,0.0,0.0,0.0050000000000000044,0.007000000000000006,0.0,0.148,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 04:00:00,4.226,0.0,0.0,0.0,0.001000000000000334,0.006999999999999673,0.07699999999999996,4.2235000000000005,4.226
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-02-28 05:00:00,0.308,0.0,0.0,0.0,0.0030000000000000027,-0.0040000000000000036,0.009000000000000008,0.308,0.385
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-02-28 05:00:00,0.159,0.0,0.0,0.0,0.0050000000000000044,0.01200000000000001,0.0,0.15,1.275
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-02-28 05:00:00,4.227,0.0,0.0,0.0,0.001000000000000334,0.007000000000000561,0.07699999999999996,4.224666666666667,4.227
